Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash,FRAP_value
18.0,2.2,0.2,72.13035539215686,55.1,5.161833137254901,3.705013176470589,1.5,17.68
84.2,1.1,0.1,12.241764705882352,6.4,4.726607843137254,2.206070588235294,0.7,17.81
66.5,1.1,0.1,26.211764705882352,23.4,6.246921569,3.3529411764705883,0.8,17.0
37.9,1.9,0.1,39.87997717647059,46.2,11.087992509803923,5.134823529411765,1.2,2.54
25.1,3.0,0.1,67.43094362745099,53.9,6.146280196078431,3.636913411764706,1.4,11.3
83.7,0.8,0.1,12.48690588235294,7.0,4.750901960784313,2.435188235294117,0.7,21.06
58.9,1.1,0.1,28.01292549019608,31.9,7.800298980392157,4.232911764705882,0.9,12.53
41.3,1.1,0.1,35.68943866666667,46.1,10.711076039215689,5.169382352941177,1.0,3.47
22.3,2.1,0.1,66.50375539215688,57.0,6.275950784313726,3.326325176470588,1.4,8.82
85.1,0.7,0.1,11.029411764705882,5.3,4.244527450980392,2.0178352941176474,0.6,8.57
64.1,1.0,0.1,26.529411764705884,24.9,6.106333333333333,3.0529411764705885,1.0,19.91
44.7,1.4,0.1,34.14104901960784,48.1,10.711076039215689,4.829323529411765,1.1,10.82
25.5,2.0,0.2,67.43094362745097,49.9,6.146280196078431,3.6369134117647057,1.6,17.3
84.6,0.9,0.1,11.847316176470589,3.4,4.173919607843136,2.070776470588235,0.7,21.21
74.0,0.9,0.0,19.976923529411764,23.0,4.880019607843137,3.561897058823529,0.6,8.23
45.8,1.5,0.1,32.13310784313725,43.6,10.711076039215689,4.829323529411765,1.0,18.35
83.2,1.1,0.1,12.356792647058825,7.7,4.750901960784313,2.082058823529412,0.8,6.11
62.6,0.4,0.1,26.910196078431373,31.1,6.804568627450981,3.7176470588235295,0.9,5.41
39.7,1.8,0.2,39.87997718,40.8,10.711076039215689,5.139882352941177,1.1,8.34
29.5,2.3,0.1,52.86227766666666,57.2,8.360383098039215,3.748448705882353,1.5,15.51
81.7,1.3,0.1,13.316470588235294,7.6,4.919215686274509,2.5408823529411766,0.8,2.52
62.2,1.1,0.1,26.789396078431373,29.7,6.871627450980391,3.7035,0.7,26.89
45.2,1.6,0.2,34.14104901960785,43.9,10.711076039215683,4.829323529411766,1.0,19.06
21.3,2.4,0.2,71.15741421568627,57.7,5.683009607843138,3.326325176470588,1.3,15.23
82.7,0.9,0.1,12.545882352941176,5.6,5.252862745098039,2.046764705882353,0.8,23.03
72.1,1.0,0.0,20.52398235294118,27.1,4.897666666666667,3.2902617647058823,1.0,16.51
37.6,1.5,0.2,39.87997717647059,50.1,11.087992509803923,5.134823529411765,1.3,20.7
85.5,0.8,0.1,11.270588235294117,7.0,3.219507843137255,1.826658823529412,0.6,13.92
57.0,1.3,0.1,27.75410196078431,31.8,8.218887215686275,4.050558823529411,1.0,13.02
48.9,1.2,0.1,29.82972549019608,44.8,10.711076039215683,4.622323529411765,0.8,14.41
4.3,18.4,12.2,27.05497882352941,2.6829411764705884,11.79335294117647,16.2,3.8,44.54
10.4,3.2,0.3,71.99517401960783,21.611811764705884,5.009342941,5.4,4.5,21.11
83.56,0.88,0.2823529411764706,11.574117647058824,5.08,10.29,2.4469529411764706,0.65,28.26
83.59,1.07,0.2823529411764706,11.86470588235294,7.36,7.38,2.4410705882352945,0.62,3.01
82.3,0.95,0.5055294117647059,13.238235294117649,8.19,7.92,2.170294117647059,0.66,13.22
78.39,0.86,1.0668979411764703,15.688358823529413,11.58,8.45,2.9360191764705887,0.75,6.03
73.78,1.06,1.1896711764705885,18.447511764705883,17.51,6.87,3.606811176470589,0.78,4.07
64.58,1.37,2.518676470588236,24.703,25.16,7.8,3.4411764705882355,1.08,0.17
66.68,1.14,2.36279411764706,23.96770588235294,22.32,8.86,3.764705882352941,1.01,7.43
55.78,1.34,2.8350823529411766,28.55567058823529,33.07,8.62,3.827029411764707,1.18,16.95
39.43,1.82,2.716805882352941,38.57740394117647,45.44,11.82,5.039970588235295,1.5,18.46
82.34,1.03,0.482,13.144117647058824,6.6,9.5,2.170294117647059,0.53,26.71
85.55,0.9,0.2764705882352941,10.96470588235294,7.41,5.74,1.791364705882353,0.39,6.27
83.12,0.88,0.4176647058823529,12.613045588235297,9.45,6.08,2.058529411764706,0.48,12.95
76.47,0.99,1.239785,16.841230882352942,16.92,5.14,3.271183882352941,0.48,6.25
71.3,1.07,0.9014323529411764,20.99457058823529,21.25,5.79,3.19327,0.59,4.8
69.73,0.89,0.6411764705882353,22.27058823529412,20.2,8.61,2.9058823529411764,0.57,7.79
51.73,1.23,2.4163058823529413,28.407617647058824,37.93,8.28,4.252094117647059,0.82,3.98
55.21,1.05,2.416258823529412,28.03717647058824,35.82,7.13,3.827029411764706,0.78,18.66
45.05,1.25,2.668570588235294,33.77130141,43.87,8.87,4.805794118,0.97,13.46
85.43,0.7240397058823529,0.55,11.488060294117648,8.76,2.991231373,0.55,1.0,4.82
81.5,1.2,0.5611058823529412,14.1,6.975164705882354,4.193105882352941,1.1,0.6,18.86
13.2,2.6908,3.7,68.9192,24.293241176470588,4.739540196078431,7.2044,4.34,19.18
80.2,2.0,0.8,9.6,9.222158823529412,5.551047059,6.0,1.4058,9.29
26.9,2.9971,1.1696,62.135,47.39838235294117,9.703434529411766,4.3129,2.4854,9.71
72.6,0.4932,0.3014,23.7,18.59354882352941,4.583164705882352,2.3,0.6028,11.95
73.0,0.702,0.189,23.409,18.082982352941173,4.583164705882352,1.404,1.296,16.51
85.2,0.6068,1.406,10.804,6.938170588235294,3.351507843137255,0.5032,1.4948,0.85
70.2,4.4998,2.5032,16.0026,19.638252941176468,6.1037333333333335,5.3044,1.49,16.79
47.2,6.336,0.5808,18.5856,42.07823529411765,7.138098039215686,4.763858823529412,3.3264,18.53
80.8,0.81,0.69,15.5,8.211576470588236,4.614988235294117,1.1,1.1,6.34
72.9,0.813,0.4065,23.9022,18.082982352941173,4.583164705882352,1.4905,0.4878,10.66
78.2,2.507,1.308,13.298,10.238517647058824,4.1941058823529405,3.9022,0.8066,17.81
77.9,1.1934,6.8952,9.3041,11.144041176470587,5.783752941176469,3.8896,0.9061,4.83
41.9,9.877,13.3049,27.5975,38.69235294117647,8.433096098039217,4.7061,2.6145,20.66
73.5,1.5105,0.689,20.6965,16.404117647058825,4.568341176470589,2.703,0.901,10.84
82.8,1.3,0.894,13.55,7.691811764705883,3.883741176470589,0.395,1.89,12.3
87.47,0.93975,0.888377,5.196191,4.624017647058824,3.2319588235294114,2.1500000000000004,1.150254,0.95
92.86,0.375564,0.152796,4.094076,2.858117647058823,1.6198705882352942,1.035294117647059,0.358428,5.38
94.42,0.433008,0.042408,2.44404,2.5520529411764707,1.7735372549019608,0.9588235294117644,0.236034,0.35
92.72,0.525616,0.111384,2.058056,2.614817647058824,2.100288235294118,1.0176470588235291,0.307216,11.08
91.0,0.4581,0.1845,6.4935,4.733635294117646,1.8800235294117649,1.2058823529411764,0.4302,14.73
89.23,1.26009,0.208938,6.442614,5.043252941176471,2.4760176470588235,1.741176470588235,0.277866,26.21
95.75,0.646425,1.199775,1.05825,2.5520529411764707,1.9037333333333333,0.9588235294117644,0.175525,7.74
95.4,0.1,0.1,3.03692,2.670641176470588,1.834027450980392,0.9588235294117649,0.2,12.02
10.4,3.2,1.8123930588235293,76.2,18.763829411764704,2.334731176470588,5.4,4.5,2.1
6.7,2.43,0.1866,73.41752696,21.6456,3.5952252941176472,5.3181,4.9449,9.79
76.93,1.51,1.834065,17.69212205882353,12.81304117647059,4.665870588235293,3.179046,0.768231,22.48
73.0,1.7766,2.1816,19.22986470588236,17.183725294117647,4.684341176470588,3.6801,0.891,24.39
72.8,1.8088,2.244,19.22986470588236,17.183725294117643,4.684341176470588,3.68016,0.8704,2.2
73.18,1.780848,2.17242,19.22986470588236,17.183725294117643,4.684341176470588,3.59388,0.893106,11.82
76.4,1.6166,1.88328,17.82153382352941,12.81304117647059,4.9033411764705885,3.64148,0.76228,29.96
73.2,1.77684,2.13864,18.717570588235294,17.183725294117643,4.684341176470588,4.1272,0.871,11.48
72.55,1.83366,2.2509,18.964629411764705,17.183725294117643,4.684341176470588,4.2822,0.90585,12.36
72.55,1.8117,0.85095,19.58280588235294,17.943331176470586,4.684341176470588,4.25475,0.919575,15.86
41.29,2.38,1.08,39.34992352941177,42.60235294117647,9.821757333333334,7.72,2.28,18.37
58.9,2.5071,5.0964,25.6464,27.06596059,6.897509804,5.9595,1.8906,26.71
67.5,2.86,4.9075,22.3275,22.36719588235294,4.672164705882353,1.3,1.105,5.89
34.32,2.76,1.8402882352941177,35.06,45.97117647058823,11.14,4.003500000000001,1.78,17.75
82.42,1.2,0.4176470588235294,10.02,6.691688235294117,3.4,2.6472470588235293,0.58,9.61
83.16,1.15,0.3752941176470589,12.51,7.288582941176471,2.4,2.076176470588235,0.61,12.56
96.0,0.476,0.2352107647058823,3.2966851470588234,1.968,1.56,0.9588235294117644,0.16,6.75
78.9,1.3504,2.848499999999999,14.75870588235294,10.4867,5.865799999999998,3.18957211764706,0.4219999999999999,18.04
87.9,1.0648,1.536699999999999,9.143918098039212,5.929,1.730299999999999,1.7941176470588236,0.6412999999999996,10.32
83.2,0.5,0.3,13.9,7.805030000000001,3.883741176470589,1.332058823529412,0.2,8.83
87.3,0.5,0.1,10.6,7.203729411764705,2.6015666666666664,1.2560705882352945,0.3,5.03
85.9,0.3,0.2,11.7,7.469082352941176,2.9889352941176472,1.3207764705882352,0.2,5.55
84.4,0.2,0.6,13.9,8.656706470588235,3.304623529411765,1.3440117647058822,0.2,21.72
83.8,0.1,0.2,10.7,6.507405882352941,4.150329411764706,1.914894117647059,0.3,13.24
86.8,0.3,0.2,10.4,6.985141176470589,2.601566666666667,1.2560705882352945,0.3,2.64
86.5,0.5,0.2,11.5,7.065876470588235,2.193249019607843,1.3796,0.1,11.72
86.3,0.6,0.2,11.8,7.592905882352941,2.223249019607843,1.3207764705882352,0.1,5.48
86.7,0.3,0.1,11.9,7.513317647058823,2.1657784313725488,1.3207764705882352,0.1,10.59
86.9,0.7,0.4,9.6,7.081441176470589,2.601566666666667,1.420776470588235,0.3,1.28
86.0,0.2,0.5,12.0,7.517847059,2.193758823529412,1.3207764705882352,0.3,10.15
86.3,0.2,0.1,12.5,8.184876470588236,2.2605823529411766,1.3207764705882352,0.2,8.21
85.0,0.2,1.4,12.6,7.187247058823528,3.3382705882352943,1.5087176470588235,0.3,11.81
87.6,0.3,0.5,10.2,7.300029411764705,2.468272549019608,1.2443058823529412,0.2,6.5
87.3,0.3,0.1,11.2,6.985141176470589,2.372507843137256,1.2560705882352945,0.3,18.72
84.0,0.1,0.6,14.3,8.701294705882354,3.3046235294117645,1.3261764705882353,0.4,10.3
85.8,0.2,0.2,11.1,7.151170588235295,2.984954901960784,1.3913647058823528,0.1,7.81
85.0,0.4,0.1,13.5,8.391947647058824,3.338270588235293,1.2498941176470586,0.2,1.02
84.7,0.2,0.2,10.0,6.651111764705882,4.149196078431372,1.9796,0.2,3.34
86.3,0.3,0.1,11.6,7.263288235294118,2.223249019607843,1.3207764705882352,0.2,0.41
83.6,0.3,0.1,14.5,9.094088823529413,3.5258000000000003,1.4791176470588236,0.2,4.59
87.4,0.2,0.1,9.6,7.300029411764705,2.601566666666667,1.3678352941176473,0.1,19.92
86.1,0.3,0.1,12.0,7.517847059,2.193758823529412,1.3207764705882352,0.5,22.54
88.7,0.3,0.1,8.7,6.057135294117647,2.400213725490196,1.7705882352941178,0.2,3.02
87.5,0.2,0.2,8.2,6.674852941176471,2.595684314,1.9735294117647053,0.2,18.64
84.0,0.6,0.2,9.9,6.854117647058822,4.342431373,2.203129411764706,0.4,15.53
86.7,0.4,0.1,11.0,7.061523529411765,2.372507843137255,1.2207764705882354,0.3,4.68
85.9,0.2,0.2,11.0,7.090052941176471,3.043190196078432,1.3913647058823528,0.2,10.48
86.3,0.2,0.2,11.4,7.263288235294119,2.135013725490196,1.3796,0.2,22.31
85.4,0.1,0.2,10.6,6.837641176470588,3.210660784313726,1.4795999999999998,0.2,0.45
79.8,0.3,0.2,17.5,9.129223529411762,4.729223529411764,1.8458262352941173,0.4,22.79
80.0,1.3,0.1,16.5,8.603399999999999,4.750635294117647,2.0,0.4,0.87
86.1,0.4,0.2,10.9,7.009170588235294,3.043190196078431,1.3796000000000002,0.4,13.23
86.6,0.2,0.2,10.5,6.985141176470589,2.3978607843137256,1.2737176470588234,0.4,5.07
85.7,0.6,0.2,11.0,7.151170588235295,3.217366666666667,1.4501882352941178,0.3,3.79
86.0,0.3,0.1,11.3,7.151170588235294,2.984954901960784,1.3913647058823528,0.6,12.7
85.3,0.2,0.3,12.7,7.726776470588235,3.338270588235293,1.3440117647058822,0.3,6.46
84.2,0.1,0.5,13.6,8.385530000000001,3.323741176470588,1.5381294117647055,0.3,12.87
85.9,0.3,0.2,11.4,7.151170588235295,2.9849549019607844,1.391364705882353,0.3,2.43
85.9,0.3,0.2,10.2,6.960405882352941,3.105566666666667,1.2737176470588234,0.3,2.95
85.9,0.3,0.1,12.5,8.225052941,2.260582352941176,1.332541176470588,0.3,7.87
85.6,0.6,0.3,10.6,6.878229411764706,3.3391549019607845,1.4795999999999998,0.4,9.81
88.0,0.3,0.1,10.2,7.090029411764706,2.3756843137254897,1.2443058823529412,0.2,11.54
89.6,0.1,0.1,6.1,4.943929411764706,2.001492156862745,1.723529411764706,0.4,12.11
90.0,0.2,0.1,8.2,5.853723529411765,1.982964705882353,1.3764705882352943,0.3,14.09
92.6,0.1,0.1,5.1,3.744058823529412,1.6459627450980392,0.9823529411764704,0.1,9.26
82.4,0.6,0.2,11.4,6.855458823529411,3.9893882352941175,2.2585294117647057,0.3,7.37
88.8,0.6,0.1,9.2,6.4424882352941175,2.320096078431373,1.5470588235294118,0.4,12.19
89.4,0.4,0.1,9.1,6.162488235294116,2.2087823529411765,1.5705882352941178,0.1,1.94
58.7,7.35,17.1,14.9,0.34,5.4,5.3743470588235285,1.97,35.21
92.5,0.83,0.63,5.51,3.8154588235294113,2.1,0.9529411764705882,0.56,2.32
93.6,1.04,0.39,4.11,1.29,1.6775764705882352,0.9705882352941176,0.89,13.15
2.2,20.4,3.436524588235294,16.2,4.17,11.0,7.600355294117645,3.47,39.57
89.6,2.92,1.49,4.42,0.8,4.1,1.5058823529411764,1.54,13.73
43.4,4.52,14.4,36.3,4.5,2.4,4.622682352941177,1.44,21.81
94.7,0.48,0.43,1.99,1.28,1.0,0.9588235294117649,2.44,1.33
90.9,0.55,0.7,7.59,7.72,0.2,1.2647058823529411,0.29,13.46
88.3,0.91,0.27,10.1,8.39,1.5,1.391364705882353,0.43,10.2
1.5,21.0,3.436524588235294,17.1,3.14,10.3,7.50012,4.3,39.02
89.8,2.94,1.21,5.3,1.12,2.6752745098039217,1.6176470588235297,0.73,19.22
83.7,4.25,3.38,5.3,1.42,4.3,2.3,3.37,12.41
83.9,1.06,0.44,14.0,8.99,3.0,1.3791176470588236,0.63,2.54
89.0,1.06,0.28,9.18,7.89,1.5,1.547058823529412,0.48,2.9
76.7,1.15,12.9,4.96,12.22815882352941,4.0,4.310215647058823,4.29,12.8
94.6,0.84,0.5,3.32,2.99,1.677949019607843,0.9588235294117644,0.74,7.6
90.1,0.81,0.47,7.92,4.2,3.2,1.5823529411764703,0.72,12.62
30.0,3.3,0.92,63.9,47.9,9.8,3.684483058823529,1.86,19.15
94.7,1.24,0.26,3.24,1.19,1.8,0.9588235294117649,0.55,12.51
90.2,0.82,0.18,8.16,7.88,0.8,1.4176470588235297,0.63,4.77
86.7,0.91,0.15,11.8,8.57,2.0,1.3796000000000002,0.43,12.03
84.1,0.38,0.16,15.1,9.69,3.1,1.2908823529411764,0.3,10.12
90.0,2.57,0.34,6.27,1.4,2.4,1.535294117647059,0.83,2.13
68.5,1.11,0.55,26.8,21.8,4.599164705882352,2.129411764705882,3.02,9.46
88.6,0.94,0.1,9.93,5.76,2.2,1.4472470588235296,0.43,20.59
90.1,0.83,0.05,8.61,5.82,1.9,1.3764705882352943,0.41,14.26
63.1,6.62,0.38,28.2,22.867313529411764,2.7,3.2387941176470587,1.71,18.3
7.85,38.6,20.7,27.9,3.0047058823529413,15.407210588235296,8.830452411764705,4.92,47.88
91.3,0.89,0.13,7.68,5.76,1.2,1.0764705882352943,0.5394352941176471,11.38
78.3,0.73,0.22,20.1,15.8,1.7,1.924736823529412,0.67,13.33
75.3,0.74,0.29,23.0,15.8,1.7,2.340815058823529,0.7,15.51
84.67,0.1875,0.2125,14.7817,12.2205,2.043,1.3261764705882353,0.1483,15.26
83.61,0.1484375,0.1625,15.6511625,13.331,2.075,1.5232352941176468,0.4279,5.56
84.65,0.1328125,0.15,14.7680875,11.8325,2.109,1.3261764705882353,0.2991,6.4
85.14,0.265625,0.1375,14.142975,10.6505,2.514,1.202835294117647,0.3139,11.74
85.03,0.1015625,0.1,14.6819375,12.369,1.721,1.361470588235294,0.0865,5.28
88.57,2.5,0.2563,7.5897,4.785841176470589,4.376,1.6588235294117648,1.084,11.11
89.24,2.89875,0.1875,6.94125,4.636194117647058,2.85,1.6823529411764704,0.7325,16.03
88.6,2.414375,0.195,8.170625,5.374194117647059,4.166,1.7176470588235293,0.62,13.18
91.83,2.890625,0.3708,4.079375,2.6263941176470587,1.717,1.3,0.8292,4.35
92.4,3.546875,2.125,1.293125,0.5569,3.228470588235294,1.3352941176470583,0.635,9.35
92.52,2.851875,0.6188,2.406325,2.5513352941176466,1.558,1.2352941176470589,1.603,3.76
92.43,2.90625,0.6044,2.64135,2.297982352941176,1.588,1.276470588235294,1.418,16.05
94.73,0.695625,0.425,3.837475,2.843817647058824,0.9706,0.9588235294117644,0.3119,9.97
88.14,0.0859375,0.2863,11.3639625,10.295,2.140525490196078,1.256070588235294,0.1238,7.34
88.25,0.734375,0.325,10.340625,8.276,2.460978431372549,1.2443058823529412,0.35,10.1
83.71,0.2578125,0.2875,15.6227875,14.036,2.2995647058823527,1.523235294117647,0.1219,21.27
83.66,0.09375,0.265,15.84375,14.446,2.244564705882353,1.523235294117647,0.1375,16.45
92.3,0.868785294,0.3375,7.26375,3.413,2.0785529411764707,1.123529411764706,0.09875,11.53
89.84,0.5703125,0.2669,9.1021875,7.116,2.2990176470588235,1.423529411764706,0.2206,8.2
93.6,0.859375,0.2875,4.320625,2.567,1.681752941176471,1.035294117647059,0.9325,2.79
88.48,0.8125,0.3563,10.0124,8.077,2.380743137254901,1.3913647058823528,0.3388,10.08
91.48,2.75,0.3117,4.6583,3.019105882352941,1.879,1.3058823529411765,0.8,23.97
88.13,2.40625,0.3075,8.50065,5.853488235294117,3.009,1.623529411764706,0.6556,1.28
88.29,2.416875,0.245,8.141425,5.596841176470588,2.945,1.7294117647058824,0.9067,0.64
91.82,3.09375,0.1967,4.01455,2.6263941176470587,1.781,1.3529411764705883,0.875,5.48
90.37,2.203125,0.265,6.604375,4.162547058823529,3.071,1.523529411764706,0.5575,21.1
89.85,2.18,0.4494,6.7593,4.372841176470589,3.139,1.4941176470588236,0.7613,9.08
89.56,3.5,0.24,5.7637,4.418370588235295,2.753,1.647058823529412,0.9363,21.4
91.52,2.776875,1.957,2.996125,2.636335294117647,2.48613725490196,1.4411764705882355,0.75,5.91
87.72,0.94125,0.3506,10.26755,7.206499999999999,3.095,1.2443058823529412,0.7206,3.11
89.3,0.805,0.1375,9.0787,6.057135294117647,2.694,1.6352941176470588,0.6788,0.37
94.12,0.715,0.1063,4.7781,3.622176470588235,0.9419,0.9470588235294118,0.2806,10.91
92.08,0.819375,0.1211,6.601725,4.165635294117647,1.071,1.1,0.3778,13.06
91.93,0.895625,0.1256,6.653175,4.165635294117648,1.158,1.1,0.3956,16.03
91.88,0.881875,0.1556,6.703125,4.165635294117648,0.9674,1.1,0.3794,2.45
4.316,26.24375,1.8560290588235293,16.24925,6.999282352941176,9.266,6.752163176470587,2.961,33.77
8.281,8.1125,0.9513,79.9422,14.205523529411764,5.401,2.820042823529412,2.713,22.1
1.104,23.99124,3.978586,22.70376,7.161435294117647,6.323,7.469760588235294,2.771,29.24
0.6056,19.7054,4.028174059,14.179,6.764711764705882,8.372,6.996968823529412,3.11,28.36
1.751,20.78734,2.385725529411765,21.23666,6.803205882352942,9.718,7.110851176470588,3.185,39.94
6.804,18.0359,3.677358235294118,34.3551,6.162752941176471,23.13,8.715335294117647,3.525,26.71
95.5,0.7425,0.07375,3.36875,2.670641176470588,1.6779490196078433,0.9588235294117649,0.315,8.01
94.29,0.976875,0.07125,4.055575,2.670641176470588,1.531105882352941,0.9411764705882352,0.6063,3.65
95.05,0.883125,0.1063,3.260575,2.5520529411764707,1.6779490196078433,0.9588235294117644,0.7,6.53
94.01,1.09375,0.1563,4.06615,2.670641176470588,1.531105882352941,0.9411764705882352,0.6738,0.5
1.925,15.7039,4.508831764705882,18.5921,6.962111764705883,3.941,7.8228929411764705,2.509,21.81
4.261,21.45038,2.485066705882353,20.03462,7.223341176470588,10.78,6.9010703529411765,3.164,32.77
3.145,14.5644,4.403514117647058,10.9096,6.950347059,5.21,7.2278176470588225,1.641,22.49
2.623,9.9587,4.358677764705882,12.6993,9.844005882352942,5.793,5.097600470588236,1.439,19.8
84.99,0.4609375,0.2113,14.0914625,11.42,0.9346,1.202835294117647,0.2463,6.52
82.18,1.039375,0.1925,16.163125,13.872,2.8524352941176465,1.558529411764706,0.425,5.56
89.66,1.96875,0.275,7.41245,2.3338,3.011,1.5058823529411764,0.6838,16.94
78.61,2.27375,0.36,17.77125,0.5263,4.299223529411765,2.089442705882353,0.985,12.38
80.47,2.0625,0.2475,16.27,0.6639,4.148588235294117,1.9235294117647064,0.95,14.45
81.07,1.8125,0.2638,15.9624,0.6451,4.068017647058823,1.723235294117647,0.8913,12.71
79.54,1.578125,0.375,17.327875,6.0588,4.523223529411765,2.212972117647059,1.179,20.09
95.2,0.4921875,0.1625,3.3165125,2.670641176470588,1.6779490196078433,0.9588235294117644,0.8288,11.54
95.87,0.625,0.1775,2.9525,2.5520529411764707,1.6874392156862743,0.9588235294117649,0.375,26.45
91.87,0.96125,0.2275,6.38375,3.977811764705883,1.8497294117647056,1.1,0.5575,8.67
91.14,1.2425,0.2138,6.7899,4.733635294117646,1.8800235294117649,1.2294117647058822,0.6138,9.12
90.83,0.640625,0.22,7.964375,4.862,2.0256705882352946,1.2705882352941176,0.345,9.79
85.55,1.008125,0.1875,12.904375,2.6759,3.235390196078431,1.411658823529412,0.35,30.23
84.19,0.703125,0.3063,14.571775,9.356,3.184329411764706,1.3261764705882353,0.2288,11.51
78.19,0.914375,0.1638,20.196825,17.341,3.349082352941177,2.0425603529411767,0.535,15.4
79.88,0.89875,0.2325,18.60375,16.133,3.055317647058823,2.018854470588235,0.385,2.76
87.1,0.2734375,0.1625,12.2615625,9.663,2.2854666666666668,1.1501882352941175,0.2025,10.58
10.56,0.918225,0.4938,87.312975,25.02435294117648,4.834,2.7034310588235293,0.715,5.61
2.265,15.03684,3.313848470588236,21.64216,6.5096823529411765,5.984,7.798405882352942,3.626,26.27
4.811,17.4423,3.528411764705883,36.2887,7.578047058823529,4.104,9.222982352941177,2.598,34.38
4.309,13.4938,3.152536705882353,26.5012,7.867052941176471,8.41,5.943111764705883,2.206,27.1
4.816,23.205,1.8556718823529408,26.498,7.598305882352941,8.014,7.028329176470587,2.201,19.63
7.326,5.28675,4.636,80.45025,14.205523529411764,8.711,2.7034310588235293,2.301,17.86
1.829,7.7857,2.482207176470588,24.0943,9.726358823529411,7.563,3.7200016470588233,1.361,21.99
3.95,20.5057,2.506665058823529,27.6943,8.591988235294119,6.969,7.745204117647059,2.83,29.52
6.621,29.9079,1.5918621176470586,18.6751,7.888341176,5.079,6.085275,4.766,44.21
4.873,18.8733,3.2780764705882355,24.5007,7.3783,7.215,7.901069411764706,3.313,19.63
4.69,16.1385,15.28,58.9025,4.736211764705883,34.24,6.815882352941176,4.989,33.19
12.3,21.5625,2.199,59.7955,7.361473,21.05273485531336,4.636888529411765,4.143,21.09
8.774,21.275,6.274,60.358,3.272941176470588,19.47647058823529,5.080631882352941,3.319,30.25
9.451,23.56875,1.925,62.17125,6.899994117647059,18.3639803,4.3208964705882345,2.884,23.17
11.01,21.225,2.419,61.836,6.964220235294118,20.968421129823167,4.1515487058823535,3.51,29.21
70.79,6.9125,1.273,19.8135,17.90700588235294,4.616988235294118,3.3543829411764707,1.211,4.73
70.96,6.56875,1.398,19.98325,17.90700588235294,4.616988235294119,3.4704994117647057,1.09,3.99
71.53,7.4125,1.169,18.8185,17.09894705882353,4.616988235294118,3.631844117647059,1.07,10.73
68.59,7.01875,3.096,20.32025,20.78974294117647,4.244929411764706,3.0532000000000004,0.975,28.37
68.82,7.8,1.256,21.03,21.77884294117647,4.244929411764706,3.0061411764705888,1.094,8.24
68.93,7.30625,1.299,21.44675,21.77884294117647,4.244929411764706,2.823788235294118,1.018,25.05
80.53,4.734375,1.153,12.707625,7.89355882352941,4.086164705882353,2.582188235294118,0.875,4.79
71.33,6.69375,1.266,19.60025,17.432299999999998,4.616988235294118,3.4999111764705884,1.11,17.8
71.62,6.925,1.296,19.1659,17.09894705882353,4.616988235294118,3.482624117647059,0.9931,14.77
71.16,7.03125,1.266,19.32875,17.907005882352937,4.616988235294118,3.482624117647059,1.214,2.78
95.01,0.984375,0.205,3.27,3.0213470588235296,0.7525,0.9588235294117644,0.54,20.65
94.05,0.890625,0.135,4.39,3.241464705882353,0.9563,0.9470588235294118,0.5275,5.92
87.32,1.14875,0.1675,10.50745,7.021552941176471,1.959,1.2443058823529412,0.8563,9.52
87.22,1.25,0.1825,10.48,6.802964705882353,2.635,1.232541176470588,0.8675,24.38
94.54,1.02375,0.2338,3.51495,2.604876470588235,1.259,0.9588235294117644,0.6875,8.19
92.72,1.640625,0.2375,4.723075,2.879635294117647,1.948,1.0352941176470587,0.6788,0.58
87.51,2.96875,0.77,7.02225,4.768547059,3.816,1.8235294117647056,1.729,24.35
84.62,3.984375,0.565,9.615625,6.629611764705882,4.785,1.897058823529412,1.215,12.92
88.16,1.6875,0.3025,8.787,5.1015,3.119,1.7235294117647058,1.063,5.5
93.11,0.851875,0.12,5.399325,2.354,2.448,0.9823529411764704,0.5188,2.96
93.93,0.8675,0.2063,4.2874,2.613,0.8725,0.9470588235294118,0.7088,18.55
90.21,1.351875,0.3825,6.331625,3.517,1.636,1.5352941176470587,1.724,13.29
71.93,4.234375,0.7325,20.188125,11.693,4.704,3.383605294117647,2.915,26.92
89.94,1.4375,0.3975,7.137,3.744,1.944,1.4588235294117649,1.088,16.28
89.11,1.578125,0.265,8.036875,4.313,1.971,1.5529411764705885,1.01,6.79
87.88,0.96125,0.405,10.23875,6.25,1.51,1.4060705882352942,0.515,15.62
90.59,0.53125,0.2163,8.14995,7.029,2.2022000000000004,1.2705882352941178,0.5125,11.23
66.06,1.15625,0.8933,30.95215,14.243,2.125,2.6139382352941176,0.9383,12.02
63.59,1.229375,0.685,33.587325,2.412,2.53,3.214985294117647,0.9083,12.12
90.94,1.64875,0.325,5.36825,3.782517647058823,2.28,1.2352941176470589,1.718,13.12
92.57,1.4375,0.2163,5.1012,3.4678705882352947,1.883,1.035294117647059,0.675,18.77
67.0,1.8125,20.31,8.3235,18.008823529411764,7.302745098039217,4.8515411764705885,2.554,30.84
80.25,2.789375,1.626,14.689625,7.372,2.428,2.1116,0.645,6.53
83.83,1.008125,0.64,13.818075,8.5568,2.129,1.5555882352941175,0.7038,2.25
84.65,1.039375,0.4575,13.421825,9.116,1.328,1.2910705882352942,0.4313,10.32
83.2,0.5625,0.5725,15.265,10.698,1.753,1.3261764705882353,0.4,7.47
80.79,0.6875,0.6813,17.3962,11.1,1.289,1.898767411764706,0.445,16.11
